Sector de actividade,CAE,Descrição do código da CAE,Nível de codificação,Distribuição do peso da divisão e grupo,Tipo de resultados,Categoria,Ano,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
Outros serviços,854, outras actividades educativas,Grupo,0,Índices,Volume de negócios,1990,116.4,132.4,140,90.4,85.7,171.3,159.4,107,103.8,105.4,175.6,103.6
Outros serviços,855,Actividades de serviço de apoio a educação,Grupo,0,Índices,Volume de negócios,1990,128.5,104.1,154.1,80.6,133.3,174.1,93.5,158.2,179.5,115.8,98.1,99.1
Outros serviços,861,Actividades dos estabelecimentos de saude com internamento,Grupo,0,Índices,Volume de negócios,1990,165.6,122.2,140.2,88.6,87,109.8,144.7,122.6,175,103,163.8,90
Outros serviços,862,Actividades de pratica clínica em ambulatório e de medecina dentária e odontologia,Grupo,0,Índices,Volume de negócios,1990,135.8,150.9,102.8,112.4,115.3,85.6,156.3,156.1,174,156.1,90.9,130.3
Outros serviços,869,Outras  actividades de saude humana,Grupo,0,Índices,Volume de negócios,1990,94.6,87.6,80.3,102.2,96.5,153.7,139,88.1,91.1,118.3,164.4,89.3
Outros serviços,920,Lotarias e outros jogos de aposta,Grupo,0,Índices,Volume de negócios,1990,122.4,104.5,86.2,128.7,175.7,97.8,128.9,80.9,93,87,147.4,154.2
Outros serviços,931,Actividades desportivas,Grupo,0,Índices,Volume de negócios,1990,168.4,129.7,175.4,84.4,167.1,98.4,94.9,88.6,161.7,155.8,142.4,158
Outros serviços,932,Outras actividades de diversão e recreativas ,Grupo,0,Índices,Volume de negócios,1990,149.3,137.8,125.6,158.2,176.9,147.7,106.5,138,97.7,109.6,90.7,162.4
Outros serviços,951,Reparação  de computadores e equipamento de comunicações,Grupo,0,Índices,Volume de negócios,1990,111.3,174.9,147.5,117.9,106.8,115.2,135.5,167.3,82.4,120.1,111.9,116.9
Outros serviços,952,Reparação de bens de uso pessoal e doméstico,Grupo,0,Índices,Volume de negócios,1990,168.6,91.9,81.7,151.1,106.7,130.9,96.9,129.9,170.6,82.4,131.7,91.4
Outros serviços,960,Outras actividades de serviços pessoais,Grupo,0,Índices,Volume de negócios,1990,163.3,135.4,109.1,154.7,164.1,134.5,113.6,153.2,142.7,134.4,154,124.3
Transporte e armazenagem,491,Transporte  por caminhos - de- ferro,Grupo,0,Índices,Volume de negócios,1990,172.2,123.3,176,165.4,171.8,100.3,95.1,123.1,82,173,139.1,97.7
Transporte e armazenagem,492,Outros transportes terrestres  de passageiros,Grupo,0,Índices,Volume de negócios,1990,117.9,163.4,115.7,88,167.2,96.1,148.3,100.8,98.9,123.4,150.3,155.2
Transporte e armazenagem,493,Transportes por oleodutos e gasodutos (pipelines),Grupo,0,Índices,Volume de negócios,1990,145.9,97.8,103.9,107.7,127.7,145.8,124.7,136,155.1,117.2,162.9,80.8
Transporte e armazenagem,501,Transportes marítimos ,Grupo,0,Índices,Volume de negócios,1990,121.5,143.5,153.3,84.1,167.3,142.9,177.3,136.1,156.1,171,97.9,112.9
Transporte e armazenagem,511,Transportes aéreos de passageiros ,Grupo,0,Índices,Volume de negócios,1990,161.2,106.3,84,89.5,149.6,113.4,160.5,162.1,107.8,141.5,174.8,86.7
Transporte e armazenagem,521,Armazenagem,Grupo,0,Índices,Volume de negócios,1990,171.8,143.7,167.5,116,97.2,141.1,128.9,157.2,99.5,81.7,105.1,81.3
Transporte e armazenagem,522,Actividades auxiliares dos transportes ,Grupo,0,Índices,Volume de negócios,1990,128.8,103.8,128.3,98.1,168.7,162.4,132.5,150.5,134.8,92.3,109.7,147.8
Transporte e armazenagem,531,Actividades dos correios nacionais,Grupo,0,Índices,Volume de negócios,1990,94.5,147.6,131.5,166.4,170,153.3,126.9,134.5,84.5,82.7,130.6,80.3
Transporte e armazenagem,532,Actividades postais independentes dos correios nacionais,Grupo,0,Índices,Volume de negócios,1990,85.2,147.4,153.6,143.3,123.1,113.4,149.3,141.8,88.1,106.4,133.4,150.6
Comércio,G,Comércio por grosso e a retalho; reparação de veículos automóveis e motociclos ,Secção,0,Índices,Emprego,1990,109,103.5,167.8,136.9,178.3,101.1,80.7,114,169.2,108.4,126.4,154.9
Transporte e armazenagem,H,Transporte e armazenagem,Secção,0,Índices,Emprego,1990,155.2,140.7,98.7,148.2,167.7,141.7,106.4,133.3,148.4,177.8,122.2,141.7
Outros serviços,J,Actividadesde informação e de comunicação ,Secção,0,Índices,Emprego,1990,90.7,172.4,116.2,110,125.3,84.1,174.9,95.8,124.5,86.7,145.3,116
Outros serviços,K,Actividades financeiras e de seguros ,Secção,0,Índices,Emprego,1990,178.4,173.6,140.8,111.1,125,137.6,128.6,159.9,88.1,143.1,111.2,148.8
Outros serviços,L, Actividades imobiliárias,Secção,0,Índices,Emprego,1990,124.2,178.5,123.4,113.8,147.5,155.8,128,177.6,87.2,161.5,174.2,92.6
Outros serviços,M,"Actividades de consultoria, científicas, técnicas  e similares",Secção,0,Índices,Emprego,1990,149.8,150.2,162.6,173.8,91.4,143.8,138.3,110,139.9,154,173.4,149.9
Outros serviços,N,Actividades administrativas e dos serviços de apoio ,Secção,0,Índices,Emprego,1990,89.6,103.8,98.9,97.6,161.3,151,94.1,132.7,116.2,134.9,106.4,129.6
Outros serviços,P, Educação,Secção,0,Índices,Emprego,1990,99.4,96.4,130.9,110.6,128.9,87.1,124.2,146.9,177.9,87.4,119.1,175.1
Outros serviços,Q,Actividades de saúde humana e acção social,Secção,0,Índices,Emprego,1990,172.8,178,83.9,157.3,144.1,98.6,81.5,88.7,112.1,112.6,112.2,93.8
Outros serviços,R,"Actividades artísticas, especáculos, desportivos e recreativos ",Secção,0,Índices,Emprego,1990,143.6,85,161.7,104.4,176.7,151.1,155.9,137.4,94.3,82.3,138.1,84.9
Outros serviços,S,Outras actividades de serviços,Secção,0,Índices,Emprego,1990,115.3,101.8,170.8,110.7,92.3,87,159.4,120.8,87.4,150,121.3,113.6
Alojamento e restauração,I,"Alojamento,  restauração  e similares ",Secção,0,Índices,Emprego,1990,93.3,167.3,168.6,83.2,130.5,98.5,113.9,90.8,112.6,107.7,107.9,145.3
Alojamento e restauração,55,Alojamento,Divisão,0,Índices,Emprego,1990,133.5,175.7,154.7,121.9,107.7,99.3,80.3,138.1,102,128.2,105.4,87.8
Alojamento e restauração,56,Restauração e similares,Divisão,0,Índices,Emprego,1990,158.1,111.6,130,100.5,173.9,136.6,108.7,113.3,124.2,113.6,160,92.9
Transporte e armazenagem,49,Transporte terrestres ; transpote por oleodutos ou gasodutos ,Divisão,0,Índices,Emprego,1990,105.7,116.6,179.4,125.3,87.4,136,111.9,123.8,164.6,132.7,146.2,113.6
Transporte e armazenagem,50,Transporte por água ,Divisão,0,Índices,Emprego,1990,173.5,113.8,179.6,132.7,84.9,165.4,93.1,94.6,135.7,128.2,118.1,108.9
Transporte e armazenagem,51,Transportes aéreos ,Divisão,0,Índices,Emprego,1990,93.3,168.3,179.1,110.3,118.7,164.9,154.5,166.7,160.5,106.7,148.1,179.4
Transporte e armazenagem,52,  armazenagem  e actividades  auxiliares dos transportes (inclui manuseamento),Divisão,0,Índices,Emprego,1990,123.1,142.6,117.3,83.4,162.7,124.8,121.5,81.6,132.2,125.4,96.7,105.3
Transporte e armazenagem,53,Actividades   postais e dos correios ,Divisão,0,Índices,Emprego,1990,132.8,141.5,167.3,113.9,112.2,158.5,143.4,85.8,136.1,95.6,177.7,111.2
Outros serviços,58,Actividades  de edição,Divisão,0,Índices,Emprego,1990,84.5,153.8,178.3,102.8,150.2,115.7,171.3,167.1,159.3,159.9,147,168.2
Outros serviços,59,"Actividades cinematográficas, de vídeo e produção de programas de televisão, edição de  música e gravação de som",Divisão,0,Índices,Emprego,1990,131.7,107.6,126.4,165.3,166.2,105,126.2,170.9,106.9,101.5,109.5,110.1
Outros serviços,60,Actividades de rádio e  de televisão  ,Divisão,0,Índices,Emprego,1990,126.4,94.7,93.7,151.2,176.4,121.7,134.5,138.9,122.1,81.8,149.6,164.9
Outros serviços,61,Telecomunicações,Divisão,0,Índices,Emprego,1990,105.8,116,122.4,135.9,122.5,169.2,131.5,168.4,164.1,121.9,151,85.9
Outros serviços,62,Consultoria e programação  informática actividades  relacionadas  ,Divisão,0,Índices,Emprego,1990,147.3,93.7,127.7,164,144.8,121.1,146,176.4,93.2,176.1,84.7,148.8
Outros serviços,63,Actividades dos serviços de informação,Divisão,0,Índices,Emprego,1990,92.3,90.7,113.3,112.4,154.7,148.1,126.9,91.2,149.7,146.6,136.6,178.5
Outros serviços,65,"Seguros, ressguros e fundos de pensões, excepto segurança social obrigatória ",Divisão,0,Índices,Emprego,1990,162.2,150.9,87.9,145.4,127.9,165.6,122.2,145.1,99,96.8,171.9,153.8
Outros serviços,68,Actividades imobiliárias ,Divisão,0,Índices,Emprego,1990,166.1,157.5,109.4,131.8,177.8,173.6,155.8,104.5,175.4,161.4,92.4,122.1
Outros serviços,69,Actividades jurídicas e  de contabilidade,Divisão,0,Índices,Emprego,1990,125.5,170.3,103.7,105.6,86,142.8,126.5,84.5,178.9,87.3,87.6,141.8
Outros serviços,70,Actividades das  sedes sociais e de consultoria para   negócios  e a gestão  ,Divisão,0,Índices,Emprego,1990,84.3,90.6,91.6,107.6,100.7,174,155,130.1,121.3,147.5,91.1,103.2
Outros serviços,71,"Actividades de arquitectura, de engenharia e técnicas afins; actividades de ensaios e de análises técnicas ",Divisão,0,Índices,Emprego,1990,132.8,141.1,139,95.4,108,84.3,128.8,122.9,82.6,158.7,130,87.8
Outros serviços,73," publicidade,  estudos de mercado e sondagens de opinião ",Divisão,0,Índices,Emprego,1990,125.2,104.6,142.2,136.2,178.1,144.3,135.4,96.6,124.8,83.4,162,101.9
Outros serviços,74,"Outras actividades de consultoria,  científicas, técnicas e similares",Divisão,0,Índices,Emprego,1990,90.6,150,156.7,128,179.9,123.6,174.3,121.9,95.9,124.8,118.2,102.9
Outros serviços,75,Actividades veterinarias,Divisão,0,Índices,Emprego,1990,96.6,121.6,177.3,144.3,141.4,95.7,93.2,133,133.8,168,99.3,125.8
Outros serviços,77,Actividades de aluguer,Divisão,0,Índices,Emprego,1990,172.6,109.9,108.8,173.2,160.5,99,124.1,163.4,120.4,124.7,163.8,88.1
Outros serviços,79,"Agências de viagem, operadores turísticos e outros serviços  de reservas  e actividades relacionadas ",Divisão,0,Índices,Emprego,1990,87.3,99.2,146.3,130,129.2,131.6,81.7,106,161.9,112.6,127,113.8
Outros serviços,80,Actividades de investigação e segurança,Divisão,0,Índices,Emprego,1990,160,154.2,118.7,142.9,97.5,167.2,120.3,146.5,122.7,127.9,98.1,173.3
Outros serviços,81,"Actividades relacionadas com edifícios, plantação e manutenção  de jardins ",Divisão,0,Índices,Emprego,1990,114.4,99.8,105.1,151.1,137,107,178.2,88,150.5,149.3,177.8,107.5
Outros serviços,82,Actividades de serviços administrativos e  de apoio prestados ás empresas ,Divisão,0,Índices,Emprego,1990,86.7,95.2,132.8,177.9,106.5,129.1,165.3,160.1,160,140.5,159.3,120
Outros serviços,85,Educação,Divisão,0,Índices,Emprego,1990,94.2,174.3,130,159.2,142.8,103.3,112.7,80.7,178,131.7,163.3,139.1
Outros serviços,86,Actividades de saúde humana ,Divisão,0,Índices,Emprego,1990,85.3,171.8,121.3,131.3,119.2,119,104.8,104.4,160,144.7,176.8,131.9
Outros serviços,92,Lotarias e outros jogos de aposta,Divisão,0,Índices,Emprego,1990,137.5,122.2,119.1,170.8,170.5,86.1,178,142.8,159.9,134.8,91,115.2
Outros serviços,93,"Actividades desportivas, de diversão e   recreativas ",Divisão,0,Índices,Emprego,1990,157,100,162.1,97.6,101.5,121.8,94.1,96,101.8,151.5,143.4,174.4
Outros serviços,95,Reparação de computadores e bens de uso pessoal e doméstico,Divisão,0,Índices,Emprego,1990,147.8,138.3,82.9,155.7,113.6,123,171.4,134.1,123,130.9,116.3,145.4
Outros serviços,96,Outras actividades de serviços pessoais,Divisão,0,Índices,Emprego,1990,142.8,121.9,142.8,87.7,178,169.1,173.5,88.5,139.8,101.9,160.9,124.8
Comércio,45,Comércio por grosso e a retalho; manutenção e reparação de veículos automóveis e motociclos ,Divisão,0,Índices,Emprego,1990,84.9,82.3,110.7,174.3,154.5,163.7,135.9,131.8,95,155.5,86.7,162.6
Comércio,46,"Comércio por grosso (inclui  agentes) , excepto de  veículos automóveis e motociclos ",Divisão,0,Índices,Emprego,1990,176.7,97,146,126.3,121.8,85.7,136.4,113.7,82.1,91,122.9,122.7
Comércio,47,"Comércio a retalho, excepto de veículos automóveis e motociclos ",Divisão,0,Índices,Emprego,1990,158.9,153.1,168.6,132.4,104.3,153.5,129.4,156.7,107.9,112.2,175.5,85.6
Comércio,451,Comércio de veículos automóveis ,Grupo,0,Índices,Emprego,1990,154.2,123,160.9,89.7,87.7,133.3,150.4,132.7,110.6,149.5,143,91.5
Comércio,452,Manutenção e reparação de veículos automóveis,Grupo,0,Índices,Emprego,1990,150.7,140.5,139.4,133.6,174.6,123,141.1,81.7,97.5,152.5,112.8,158
Comércio,453,Comércio de peças e acessórios para veículos automóveis,Grupo,0,Índices,Emprego,1990,87.1,120.6,89.3,142.7,152.4,169.9,123.5,142.4,140.9,166.8,176.9,114.3
Comércio,454,"Comércio, manutenção e reparação de motociclos, de suas peças e acessórios",Grupo,0,Índices,Emprego,1990,106.3,81.1,148,98.9,102.7,80,111.1,152.4,154.2,96.3,99,146.6
Comércio,461,Agentes do comércio por grosso,Grupo,0,Índices,Emprego,1990,94.6,114.9,104,137.8,146.4,103.9,99.2,120.6,159,170.6,85,108.2
Comércio,462,"Comércio por grosso de produtos agrícolas brutos, animais vivos",Grupo,0,Índices,Emprego,1990,135.6,173.4,137.5,136.9,123,172.9,105.4,134.1,83.6,129.3,130.6,116.2
Comércio,463,"Comércio por grosso de  produtos alimentares, bebidas e tabaco",Grupo,0,Índices,Emprego,1990,135.2,134.6,171,106.7,130.1,162.9,139.5,156.1,132.1,141.4,89.1,147.4
Comércio,464,"Comércio por grosso de bens de consumo, excepto alimentares, bebidas e tabaco",Grupo,0,Índices,Emprego,1990,168.1,96,150.6,140.6,161.6,126.7,93.3,102.2,108.4,141.8,103.3,147.6
Comércio,465,Comércio por grosso de máquinas e equipamentos e suas partes,Grupo,0,Índices,Emprego,1990,93.3,143.1,164.5,97.8,162.8,152.5,148.5,82,150.2,85.9,149.7,82.9
Comércio,466,Outro comércio por grosso especializado,Grupo,0,Índices,Emprego,1990,115.6,93.9,175.8,159.3,129,132.7,148.2,106.3,112.7,82.4,100.1,172.9
Comércio,469,Comércio por grosso não especializado,Grupo,0,Índices,Emprego,1990,160.7,166.7,86.6,89.2,82.8,122.8,84.4,174.2,168,143.5,180,127.9
Comércio,471,Comércio a retalho em estabelecimentos não especializados ,Grupo,0,Índices,Emprego,1990,159.5,153.6,124.7,98.8,82.3,127.1,132.2,156.2,174.7,164.9,93.8,172.5
Comércio,472,"Comércio a retalho de produtos alimentares, bebidas e tabaco em estabelecimentos especializados ",Grupo,0,Índices,Emprego,1990,142.4,86.6,167.4,82.2,91.8,107.8,133.8,167.4,164.1,97,175.5,130.4
Comércio,473,Comércio a retalho de combustível para veículos a motor em estabelecimentos especializados,Grupo,0,Índices,Emprego,1990,125,80.4,86.5,117,99,162.1,178.8,165.2,161.9,132.3,168.3,123
Comércio,474,Comércio a retalho de equipamento das tecnologias da informação e comunicações ( tic/ict) em estabelecimentos especializados ,Grupo,0,Índices,Emprego,1990,128.4,138.4,136.9,81.9,98.4,134.9,139.4,153.2,91.8,106.1,172.9,176.2
Comércio,475,"Comércio a retalho de outro equipamento para uso doméstico, em estabelecimentos especializados",Grupo,0,Índices,Emprego,1990,111.8,86.1,136.6,133.1,175.6,98.5,102.5,127.7,116.6,136.6,117.8,144.1
Comércio,476,Comércio a retalho de bens culturais e recreativos em estabelecimentos especializados ,Grupo,0,Índices,Emprego,1990,156,134.3,147.2,123.2,132.5,124.2,86.7,129.8,96.4,129.4,92.7,171
Comércio,477,Comércio a retalho de outros produtos em estabelecimentos especializados ,Grupo,0,Índices,Emprego,1990,141.7,150.1,105.7,133.9,160.8,85.4,144.3,148.1,160.1,174.2,177.2,176.8
Alojamento e restauração,551,Estabelecimentos hoteleiros,Grupo,0,Índices,Emprego,1990,157.9,168.8,135.5,131,93.1,145.3,145.9,92.6,128.6,160.2,141.5,105.9
Alojamento e restauração,552,Parques de campismo e  de caravanismo e de outros locais de curta duração ,Grupo,0,Índices,Emprego,1990,87,127.6,134.9,98.4,106,108.9,148.9,103.3,107.4,103.4,142.5,135.5
Alojamento e restauração,559,Outros locais de alojamento,Grupo,0,Índices,Emprego,1990,108.3,141.5,129.6,166.7,175.1,115.1,137.9,135,99.9,96.5,110.6,174.8
Alojamento e restauração,561,Restaurantes e actividades de restauração em meios movéis ,Grupo,0,Índices,Emprego,1990,149.4,152.4,87.5,166,112.3,104.6,116.7,125.3,177.4,127.8,152.1,133.1
Alojamento e restauração,562,Fornecimento de refeições  para eventos  e outras  actividades  de serviços de refeições ,Grupo,0,Índices,Emprego,1990,139.2,132.9,142.5,128.8,139.5,153.1,114.4,126.7,87.2,176.1,88.4,123.1
Alojamento e restauração,563,Estabelecimentos de bebidas,Grupo,0,Índices,Emprego,1990,82.2,88.9,145.3,159.5,131.9,80.6,152.8,130.7,172.3,114.1,82.5,96.7
Outros serviços,581,"Edição de livros, jornais e de outras publicações",Grupo,0,Índices,Emprego,1990,147.4,150.3,154.2,129,114.4,124.7,95.6,127,118.1,167.3,176.2,179.6
Outros serviços,591,"Actividades cinematográficas, de vídeo e de  produção de programas de televisão ",Grupo,0,Índices,Emprego,1990,176.7,174.1,114.7,121.8,91.9,164,100.2,158.5,177.5,168.5,168.3,94.4
Outros serviços,601,Actividades  de radio,Grupo,0,Índices,Emprego,1990,164.5,83.1,86.7,100.3,146.2,120.1,116.3,130.4,113.8,116.5,131,133.6
Outros serviços,602,Actividades de televisão ,Grupo,0,Índices,Emprego,1990,116.4,106.2,166,168.2,134.6,93.7,106,161.9,125.1,176.5,177.7,160.1
Outros serviços,611,Actividades de telecomunicações por  fio,Grupo,0,Índices,Emprego,1990,122.1,130.1,155,149,88.6,82.6,83.6,116.2,147,140.7,140.4,126
Outros serviços,612,Actividades de telecomunicações sem  fio,Grupo,0,Índices,Emprego,1990,100.4,106,147.8,94.6,102,89.5,138.3,152.3,87.9,165.2,100.5,115.5
Outros serviços,613,Actividades de telecomunicações por  satélite,Grupo,0,Índices,Emprego,1990,128.6,129,147.7,89.1,136,134.8,97.2,143.2,112.3,135.9,130.2,165.5
Outros serviços,619,Outras actividades de telecomunicações ,Grupo,0,Índices,Emprego,1990,83.2,178.2,143.5,165.1,95.1,140.9,92,169.7,136,86.9,160,150.3
Outros serviços,620,Consultoria e programação  informática actividades  relacionadas  ,Grupo,0,Índices,Emprego,1990,151.5,113,128.8,118.8,154.9,175.5,114.1,110.8,138.6,130,103,81.4
Outros serviços,639,Outras actividades dos serviços de informação,Grupo,0,Índices,Emprego,1990,156.6,101.1,119,125.3,163.7,155.6,150.3,147.4,90.3,131.4,128.8,167.4
Outros serviços,651,Seguros ,Grupo,0,Índices,Emprego,1990,150.3,94.5,144.7,115.2,115.4,168.7,137.4,80.1,170,120.5,151,157.7
Outros serviços,681,Actividades imobiliarias por conta propria,Grupo,0,Índices,Emprego,1990,152.8,80,138.1,157.6,151.4,125.1,175,103.8,116.2,170.6,123.4,107.6
Outros serviços,682,Actividades imobiliarias por conta de outrém,Grupo,0,Índices,Emprego,1990,85.7,161.3,134.1,165.3,142.1,140.8,148.1,104.8,99.4,99.4,159.3,93.1
Outros serviços,691,Actividades juridicas,Grupo,0,Índices,Emprego,1990,133.4,96,122.1,175.9,115.3,107.9,127.8,152.1,177.6,178.3,108.8,148.5
Outros serviços,692,"Actividades  de contabilidade e auditoria, consultoria fiscal",Grupo,0,Índices,Emprego,1990,126.4,175.6,110.3,126.7,152.5,99.4,154.1,169.9,80.8,163.5,171.2,120
Outros serviços,701,Actividades das sedes sociais ,Grupo,0,Índices,Emprego,1990,124.1,98.3,81.6,110.6,109.1,122,118.7,97.1,159.5,155,82.9,143.3
Outros serviços,702,Actividades de consultoria para os  negócios e a gestão,Grupo,0,Índices,Emprego,1990,151.5,109,80.8,170.2,158,149.3,154.9,114.5,158.8,108.3,162.5,136.2
Outros serviços,711,"Actividades de arquitetura, de engenharia e técnicas afins",Grupo,0,Índices,Emprego,1990,94.2,151.4,108.8,177.1,168.3,137.3,103.7,176.2,129.4,87.7,154.5,82.1
Outros serviços,731,Publicidade,Grupo,0,Índices,Emprego,1990,81.2,85.7,116.3,160.1,121,131.4,118.2,152,118.5,94.5,109.7,141.9
Outros serviços,732,Estudos de mercado e sondagens de opnião,Grupo,0,Índices,Emprego,1990,112.1,133.8,84.6,166.9,137.5,107.3,115.5,174,141.5,173.7,90.5,172.2
Outros serviços,742,Actividades fotográficas,Grupo,0,Índices,Emprego,1990,98,152.7,160.7,112.6,114.3,116.3,80.7,110,156,159.1,155.2,133.5
Outros serviços,749,"Outras actividades de consultoria,cíentificas, técnicas e similares, n.e.",Grupo,0,Índices,Emprego,1990,174.5,168.7,154.6,154,103.4,179.2,85.5,121.4,146.7,142.2,132.8,172.4
Outros serviços,750,Actividades veterínarias,Grupo,0,Índices,Emprego,1990,105.7,94,169.2,165.7,131,135.9,178.2,145.2,105.2,151.2,148.8,140
Outros serviços,771, aluguer  de veículos automóveis,Grupo,0,Índices,Emprego,1990,88.9,163.6,152.9,84.6,85.9,168.6,143.6,155.2,106.1,115.8,95.6,125.2
Outros serviços,773,"Aluguer de outras maquinas, equipamentos  ( sem operador) ",Grupo,0,Índices,Emprego,1990,122.3,117.3,141.9,148.7,145.7,146.3,175.9,146.2,95.2,163.5,87.2,143.7
Outros serviços,791,Agências de viagem e  operadores turísticos ,Grupo,0,Índices,Emprego,1990,174.1,162,166.8,160.1,139,131.2,143.4,145.5,156.4,155.9,146.1,156.2
Outros serviços,801,Actividade de segurança privada ,Grupo,0,Índices,Emprego,1990,122.6,179.3,95.9,141.2,163.8,168.5,97.7,153,163.7,88.9,127,161.5
Outros serviços,802,Actividades relacionados com   sistemas  de segurança  ,Grupo,0,Índices,Emprego,1990,119.6,97.8,133.3,139.2,117.9,137.9,155.7,137.5,166.5,111.4,167.7,176.1
Outros serviços,811,Actividades combinadas de apoio a gestão de edificios,Grupo,0,Índices,Emprego,1990,82.6,121.3,134,132.1,117.4,114.5,148,126.1,81.2,122.1,123.9,94.8
Outros serviços,812,Actividades de limpeza ,Grupo,0,Índices,Emprego,1990,123.2,134.1,157.8,106.6,133.7,138.4,171,97.6,130.4,132.7,163.4,99.6
Outros serviços,813,Actividades de plantação e manutenção de jardim,Grupo,0,Índices,Emprego,1990,118.6,128.9,84.9,90.2,174.9,91.4,136.2,153.7,112.8,132.7,172.4,142.6
Outros serviços,821,Actividades de serviços administrativos e  de apoio ,Grupo,0,Índices,Emprego,1990,122.1,106.8,155.1,118.9,91.1,100.8,138,135,102.1,176.3,122.3,96
Outros serviços,823,"Organização de feiras, congressos e outros eventos similares",Grupo,0,Índices,Emprego,1990,116.6,93.9,158.6,166.4,129.7,98.5,115.8,179.7,172.7,109.8,150.8,160.6
Outros serviços,851,Educação pré-escolar e primário,Grupo,0,Índices,Emprego,1990,177,135.9,136.7,100.5,160.8,119.6,166.7,110.7,82.2,127.6,137.8,104.5
Outros serviços,852,Ensino secundário,Grupo,0,Índices,Emprego,1990,87.4,87.6,169.2,102.8,110.2,168.5,105.2,90.2,102.9,176.1,156.9,122.1
Outros serviços,853,Ensino superior (inclui ensino pos secundario não superior ),Grupo,0,Índices,Emprego,1990,84.7,112,162,164.2,143.6,103.9,102.6,168.9,147.8,88.9,96.9,126.3
Outros serviços,854, outras actividades educativas,Grupo,0,Índices,Emprego,1990,153.5,172,81.7,80.2,166.8,131.2,160.7,127,176.4,143,106.5,169.5
Outros serviços,855,Actividades de serviço de apoio a educação,Grupo,0,Índices,Emprego,1990,137.8,173.6,174.8,81.7,175.5,156.9,146.8,107.5,168.6,166.5,145.3,126.5
Outros serviços,861,Actividades dos estabelecimentos de saude com internamento,Grupo,0,Índices,Emprego,1990,165.2,158.2,98.8,175.7,162.7,150.7,113.4,107.8,123.6,125.1,173.4,108.9
Outros serviços,862,Actividades de pratica clínica em ambulatório e de medecina dentária e odontologia,Grupo,0,Índices,Emprego,1990,136,147.4,95.4,169.5,125.2,95.5,86,82.6,108.6,177.6,98.4,111.3
Outros serviços,869,Outras  actividades de saude humana,Grupo,0,Índices,Emprego,1990,114.5,148.3,107,104.9,111.9,113.5,167.8,145.9,134.5,131.8,145.4,155.2
Outros serviços,920,Lotarias e outros jogos de aposta,Grupo,0,Índices,Emprego,1990,170.4,130,172.9,81.9,128,155.6,165.6,176.3,172,146.6,93.8,143
Outros serviços,931,Actividades desportivas,Grupo,0,Índices,Emprego,1990,98.2,149.6,174.7,101.2,137.8,128.3,156.3,130.2,171,144,116.8,110.7
Outros serviços,932,Outras actividades de diversão e recreativas ,Grupo,0,Índices,Emprego,1990,114.8,126.8,134,163.2,168.2,179.9,174.2,97.1,162.5,101,167.2,134.5
Outros serviços,951,Reparação  de computadores e equipamento de comunicações,Grupo,0,Índices,Emprego,1990,123,103.7,128.1,170,84.4,166.9,146.8,111.1,157.7,157.2,143.7,157.8
Outros serviços,952,Reparação de bens de uso pessoal e doméstico,Grupo,0,Índices,Emprego,1990,163.9,143,93.3,153.9,150.6,151.4,105,110.9,129.5,169.2,95.2,167.4
Outros serviços,960,Outras actividades de serviços pessoais,Grupo,0,Índices,Emprego,1990,122,147.3,107.3,128.8,93.5,163.7,136.7,85.7,163.2,97.2,163.2,161.8
Transporte e armazenagem,491,Transporte  por caminhos - de- ferro,Grupo,0,Índices,Emprego,1990,100.4,112.4,86.6,179,174.3,128.1,119.5,119.7,100.3,173,128.8,111.3
Transporte e armazenagem,492,Outros transportes terrestres  de passageiros,Grupo,0,Índices,Emprego,1990,150.5,100,90.1,101.7,119.6,125.2,130.2,138.6,118.9,135.8,143.7,170.5
Transporte e armazenagem,493,Transportes por oleodutos e gasodutos (pipelines),Grupo,0,Índices,Emprego,1990,157.1,173.6,96.7,90.2,176.3,93.2,174.1,133.6,124.7,84,158.8,157.8
Transporte e armazenagem,501,Transportes marítimos ,Grupo,0,Índices,Emprego,1990,101.9,101,90.4,109.6,130.5,145.5,114.6,148.2,84.5,126.8,154.8,84.1
Transporte e armazenagem,511,Transportes aéreos de passageiros ,Grupo,0,Índices,Emprego,1990,143.7,150.5,139,89.1,163.9,109.8,92.5,170.1,138.5,113.1,98.5,159.6
Transporte e armazenagem,521,Armazenagem,Grupo,0,Índices,Emprego,1990,179.3,86.6,138.6,90.7,144.3,112.6,172.6,166.5,144.4,102.5,102.6,104
Transporte e armazenagem,522,Actividades auxiliares dos transportes ,Grupo,0,Índices,Emprego,1990,88.8,80.2,87,126.5,114.8,165.1,173.4,128.4,108.6,103,170.9,136.5
Transporte e armazenagem,531,Actividades dos correios nacionais,Grupo,0,Índices,Emprego,1990,147.5,165.6,177.4,103.9,95,177,106.4,136.5,167.1,123,110.5,140.3
Transporte e armazenagem,532,Actividades postais independentes dos correios nacionais,Grupo,0,Índices,Emprego,1990,177.8,127.4,140,85.7,89.6,166.7,98.4,106.5,164.9,148.1,109,162.3
Comércio,G,Comércio por grosso e a retalho; reparação de veículos automóveis e motociclos ,Secção,0,Índices,Remunerações,1990,126.8,178.2,102.2,139.3,151.6,145.4,167.4,132.9,104.5,174.8,139.8,148.7
Transporte e armazenagem,H,Transporte e armazenagem,Secção,0,Índices,Remunerações,1990,164.4,81.3,112.1,114.9,174.6,141.3,130.6,152.9,163.5,89,105.9,141.2
